Date,Close,GoogleTrend,log_ret
2013-01-03,16.4586124420166,86.19354838709677,-0.012702995828947124
2013-01-04,16.000160217285156,85.29032258064517,-0.028250157141689096
2013-01-07,15.90604305267334,82.58064516129032,-0.005899632544777116
2013-01-08,15.948854446411133,81.6774193548387,0.0026879018847504195
2013-01-09,15.69958782196045,80.7741935483871,-0.015752546478620313
2013-01-10,15.894209861755371,79.87096774193549,0.01232042463461501
2013-01-11,15.796748161315918,78.96774193548387,-0.006150776990271419
2013-01-14,15.233548164367676,76.25806451612904,-0.036303994449336977
2013-01-15,14.75294017791748,75.35483870967742,-0.03205771480879985
2013-01-16,15.365321159362793,74.45161290322581,0.04067070035511871
2013-01-17,15.261785507202148,73.54838709677419,-0.006761072646543866
2013-01-18,15.180418014526367,72.64516129032258,-0.0053457159489350824
2013-01-22,15.325238227844238,69.03225806451613,0.009494717971216756
2013-01-23,15.605781555175781,68.12903225806451,0.018140431358521787
2013-01-24,13.677563667297363,67.2258064516129,-0.13188465626901655
2013-01-25,13.355127334594727,66.3225806451613,-0.023856420720541505
2013-01-28,13.657218933105469,63.612903225806456,0.022367860284851788
2013-01-29,13.913463592529297,62.70967741935484,0.018588733719584336
2013-01-30,13.869744300842285,61.806451612903224,-0.003147176376493537
2013-01-31,13.829063415527344,60.903225806451616,-0.002937376581813415
2013-02-01,13.772284507751465,60.0,-0.004114218481219431
2013-02-04,13.429210662841797,59.67857142857143,-0.025225969048484176
2013-02-05,13.900410652160645,59.57142857142857,0.03448614838738666
2013-02-06,13.885534286499023,59.464285714285715,-0.0010707836005484392
2013-02-07,14.29840087890625,59.357142857142854,0.029300104942271015
2013-02-08,14.504839897155762,59.25,0.01433467538023039
2013-02-11,14.656002044677734,58.92857142857143,0.010367567699959616
2013-02-12,14.288631439208984,58.82142857142857,-0.025385730611800262
2013-02-13,14.261451721191406,58.714285714285715,-0.0019040032966583162
2013-02-14,14.248620986938477,58.607142857142854,-0.0009000843491716453
2013-02-15,14.052268028259277,58.5,-0.013876320934500978
2013-02-19,14.047078132629395,58.07142857142857,-0.0003693961887355964
2013-02-20,13.706888198852539,57.964285714285715,-0.024515917346369615
2013-02-21,13.621686935424805,57.857142857142854,-0.006235344437652505
2013-02-22,13.766738891601562,57.75,0.010592307370240703
2013-02-25,13.522135734558105,57.42857142857143,-0.01792743097691734
2013-02-26,13.710551261901855,57.32142857142857,0.013837674839942117
2013-02-27,13.576184272766113,57.214285714285715,-0.009848600250449776
2013-02-28,13.47938346862793,57.107142857142854,-0.007155733571465887
2013-03-01,13.145604133605957,57.0,-0.02507395136971799
2013-03-04,12.827399253845215,57.774193548387096,-0.02450396643636239
2013-03-05,13.166064262390137,58.03225806451613,0.026059180085314115
2013-03-06,12.99871826171875,58.29032258064516,-0.012791872620466153
2013-03-07,13.148959159851074,58.54838709677419,0.011491846800715626
2013-03-08,13.183774948120117,58.806451612903224,0.002644298796562757
2013-03-11,13.371582984924316,59.58064516129032,0.014144879433819611
2013-03-12,13.083305358886719,59.83870967741935,-0.021794764995641102
2013-03-13,13.08085823059082,60.096774193548384,-0.00018705954766447573
2013-03-14,13.20759391784668,60.354838709677416,0.009642003143030844
2013-03-15,13.548394203186035,60.61290322580645,0.025476070333879722
2013-03-18,13.916681289672852,61.38709677419355,0.026820182070133976
2013-03-19,13.879122734069824,61.645161290322584,-0.0027024638991862302
2013-03-20,13.805522918701172,61.903225806451616,-0.00531702588396966
2013-03-21,13.825373649597168,62.16129032258065,0.001436850538826762
2013-03-22,14.105711936950684,62.41935483870968,0.020074243125083404
2013-03-25,14.156705856323242,63.193548387096776,0.0036086066721270752
2013-03-26,14.082194328308105,63.45161290322581,-0.005277238168060425
2013-03-27,13.805522918701172,63.70967741935484,-0.019842462167977137
2013-03-28,13.517858505249023,63.96774193548387,-0.021057060113083705
2013-04-01,13.097965240478516,65.0,-0.03155477049830558
2013-04-02,13.124835014343262,64.7,0.002049345074335615
2013-04-03,13.192018508911133,64.4,0.005105750233949776
